Title,Condition,Buy Price,Author,Publisher,ISBN
Lena,Acceptable,51.29,Lena Horne,Doubleday,0385080344
The O.K. Corral Inquest (Early West),Good,7.79,Alford E. Turner,Early West,0932702147
The Films of Woody Allen (A Citadel Press Book),Good,5.19,Douglas Brode,Carol Publishing Corporation,0806512598
Life and Letters of Robert Edward Lee: Soldier and man,New,38.95,John William Jones,Kessinger Publishing,0548290024
Anne Bradstreet,,0.0,Elizabeth Wade White,"Oxford University Press, USA",0195014405
Mission: An American Congressman's Voyage to Space,Good,8.09,Bill  Nelson,Houghton Mifflin Harcourt P,0151055564
Vic Elford: Reflections on a Golden Age in Motorsports,,0.0,Vic Elford,David Bull Publishing,1893618528
The Great Game: Memoirs of the Spy Hitler Couldn't Silence,Very Good,9.19,Leopold Trepper,McGraw-Hill Companies,0070651469
JIM CIRILLOS TALES OF THE STAKEOUT SQUAD,,0.0,Paul Kirchner,Paladin Press,1581606494
More Maple Hill Stories,,0.0,Roderick Turnbull,Lowell Press,0913504173
Rolling sculpture: A designer and his work,Good,46.09,Gordon M Buehrig,Haessner Pub,087799045X
Spaz,Like New,7.89,Renee Macneil,Authorhouse,1546209301
Lee and Longstreet: The Official Records: (Illustrated),New,25.54,Helen D. Longstreet,Alpha Edition,9354007554
"Crossroads Marseilles, 1940",Good,124.99,Mary Jayne Gold,Doubleday Books,0385156189
Best Known Works Of Gustave Flaubert,Good,12.19,Gustave Flaubert,"NY: Book League of America, The, 1941,",B000MAA5BW
Who was Jack Ruby?,,0.0,Seth Kantor,Everest House,0896960048
The Followers: “Holy Hell” and the Disciples of Narcissistic Leaders: How My Years in a Notorious Cult Parallel Today’s Cultural Mania,New,15.97,Radhia Gleis,Sage Card Publishing,1737125838
The Encyclopedia Africana Dictionary of African Biography: Ethiopia-Ghana (Encyclopaedia Africana Dictionary of African Biography),,0.0,,Reference Publications,0917256018
Don Aronow: The King of Thunderboat Row,,0.0,Michael Aronow,Write Stuff Syndicate,0945903227
Navy Diver: The Incredible Undersea Adventures of a Master Diver,New,14.45,Victor Boesen,iUniverse,0595142125
Christopher Columbus: His Life and Discovery in the Light of His Prophecies,Acceptable,28.79,Kay Brigham,Tself,8476454082
"Willie, a Girl from a Town Called Dallas",Very Good,13.59,Willie Newbury Lewis,Texas A&M University Press,0890961751
A Spectacle Unto God: The Life and Death of Christopher Love (Biographies),,0.0,Don Kistler,Soli Deo Gloria Ministries,1877611980
"Sammy Younge, Jr: The First Black College Student to Die in the Black Liberation Movement",Good,24.19,James Forman,Open Hand Pub.,0940880121
Wodehouse At War,Good,6.39,Iain Sproat,Ticknor & Fields,0899190987
Gloria,Good,42.59,Sabina Berman,Planeta Publishing,6070723570
"We Remember, Elvis",Acceptable,29.89,Wanda June Hill,Lonestarr Productions,0894300288
Counter Terrorist,Very Good,7.79,Sam Hall,Dutton Books,1556110499
The Book of the Springfield,Good,34.89,Edward Cathcart Crossman,Palladium Press,B0006FC91W
Me and Bobby D.: A Memoir,,0.0,Steve Karmen,Hal Leonard Publishing Corporation,0634048767
We Will Always Be Here: A Guide to Exploring and Understanding the History of LGBTQ+ Activism in Wisconsin,New,13.21,Kristen Whitson,Wisconsin Historical Society Press,0870209612
Callas: Portrait of a Prima Donna,Good,11.39,George Jellinek,Ziff-Davis Publishing,B001RBHLSA
Soulside: Inquiries into Ghetto Culture and Community,Good,8.79,Ulf Hannerz,Columbia University Press,023103363X
Miller's Time,Good,5.59,Jim Donnelly,Coastal 181,097892617X
The Die Song: A Journey into the Mind of a Mass Murderer,Good,17.89,Donald T. Lunde,W. W. Norton & Company,0393013154
We're Going to Make You a Star,Good,11.19,Sally Quinn,Dell Publishing,B000M78NFA
Pérégrinations d'une paria,Good,6.89,Flora Tristan,Beacon Press (MA),0807070270
A lonely rage: The autobiography of Bobby Seale,,0.0,Bobby Seale,Times Books,0812907159
Tony La Russa: Man on a Mission,Good,6.19,Rob Rains,Triumph Books,1600781691
"Apache Days and Tombstone Nights: John Clum's Autobiography, 1877-1887",Good,7.69,John Clum,High Lonesome Books,0944383416
Journals 1939 - 1983,Good,9.09,Stephen Spender,Random House (NY),0394546024
Accused of Witchcraft in New York,New,18.89,Scott R. Ferrara,History Press,1467153516
I'll Always Get Up,Good,32.09,Larry Brown,Simon & Schuster,0671216147
Rice Paddy Grunt: Unfading Memories of the Vietnam Generation,Good,6.89,John M.G. Brown,Regnery Publishing,0895265893
The Zoo Lady: Belle Benchley and the San Diego Zoo,,0.0,Margaret Poynter,Dillon Press,0875181813
"Gloria's Miracle: A Young Girl, a Deadly Disease and an Enduring Lesson about the Power of Faith",Very Good,17.39,Jerry Brewer,San Juan Publishing,0970739990
The Twilight Zone: Unlocking the Door to a Television Classic,,0.0,Martin Grams Jr.,"Otr Publishing, LLC",0970331096
The Valley of the Kings,Acceptable,6.79,Cecelia Holland,Forge,0312863349
"The Wheel of Life: Bunny Allen, A Life of Safaris and Romance",Very Good,22.29,Bunny Allen,Safari Press,1571573089
John Aubrey And His Friends,Good,35.29,Anthony Powell,C. Scribner's Sons,B0007DEMGS
Mr. Songman: The Slim Whitman story,,0.0,Kenneth L. Gibble,Brethren Press,0871785870
Independent Journey: The Life of William O. Douglas,Good,6.49,James F. Simon,Penguin Group,0140059822
Wherever You May Be: The Bill Schonely Story,Good,5.49,Kerry Eggers,Bookpartners,1581510187
While We Were Getting High: Britpop in Photographs with Unseen Images,New,51.89,Kevin Cummins,Cassell,1788402200
Indian Summer: A True Account of Traditional Life Among the Choinumne Indians of California's San Joaquin Valley,,0.0,Thomas Jefferson Mayfield,Great Valley Books,159714035X
Promises of Power,Good,28.69,Carl Stokes,Simon & Schuster,0671216023
My Journey,Good,7.89,Olivia Chow,HarperCollins Publishers,1443428302
Barefoot Abe,Good,10.29,Sadyebeth Lowitz,Grosset & Dunlap,B0006AOHA8
The Witch of Wall Street: Hetty Green,New,36.95,Boyden Sparkes,"Literary Licensing, LLC",1258120542
"Little known facts about well known people,",Good,11.19,Dale Carnegie,www.bnpublishing.com,1607967987
"Europe without Baedeker: Sketches Among the Ruins of Italy, Greece & England together with Notes from a European Diary",Very Good,17.79,Edmund Wilson,"Farrar, Straus and Giroux",0374505578
McGoorty: A Billiard Hustler's Life,Acceptable,85.79,Danny McGoorty,Citadel Press,0806509252
Miracles of the Mind: How to Use the Power of Your Mind for Healing and Prosperity,,0.0,Byron Gentry,Rainbow Books,1568250444
Happy Days,Very Good,7.89,Shana Alexander,Doubleday Books,0385418159
Maryland in the Civil War,Good,15.89,Harold Randall Manakee,Maryland Historical Society,B0007DRO5O
"My Key of Life, Optimism: An Essay",New,18.15,Helen Keller,Legare Street Press,1017115478
Such Is My Confidence,New,18.15,Carolyn Rhea,Hassell Street Press,101460706X
Conversations with Berenson,Acceptable,8.89,Bernard Berenson,Houghton Mifflin,B0007DNWY6
Passing the Torch: Building Winning Football Programs... with a Dose of Swagger Along the Way,Like New,5.09,Howard Schnellenberger,Ascend Books,0991275675
The Life of Benjamin Banneker: The First African-American Man of Science,Good,32.79,Silvio A. Bedini,Maryland Historical Society,0938420593
Nature's Program,New,22.95,Gaylord Johnson,Kessinger Publishing,0548452989
The Last American Rainforest: Tongass,Good,5.09,Shelley Gill,Little Bigfoot,0934007330
Shattered Night,Good,6.49,Alan Burgess,Warner Books (NY),0446512591
The Journal of Madame Royale,Acceptable,85.79,Elizabeth Powers,Walker & Company,0802762514
Richard Strauss: a Critical Commentary on His Life: Volume Three,Good,12.59,Norman Del Mar,Chilton Book Company,0801957001
"The Architects of Golf: A Survey of Golf Course Design from Its Beginnings to the Present, With an Encyclopedic Listing of Golf Architects and Their Courses",Acceptable,53.19,Geoffrey S. Cornish,HarperCollins Publishers,0062700820
Eva Gore-Booth: An Image of Such Politics,New,35.93,Sonja Tiernan,Manchester University Press,0719082323
On Ancient Central Asian Tracks,New,29.99,Aurel Stein,Ecos de Oriente,1739151232
"The Texaco Story, the First Fifty Years.",Acceptable,11.09,Marquis James,The Texaco Company,B000CPJYH8
The Big Walls: From the North Face of the Eiger to the South Face of Dhaulagirl,Good,10.59,Reinhold Messner,"Oxford University Press, USA",0195200624
Joachim Peiper: A New Biography of Himmler's Ss Commander,New,40.72,Jens Westemeier,Schiffer Publishing,0764326597
"Burn, Baby! BURN!: The Autobiography of Magnificent Montague (Music in American Life)",,0.0,Bob Baker,University of Illinois Press,0252028732
Donald Trump: 45th President of the United States Collector's Vault,Acceptable,16.89,Brandon Christopher Hall,Whitman Publishing,0794844715
Shots Fired Sam Francis On Americas Culture War,Very Good,93.69,Sam Francis,Fgf Books,0977736202
Clint: Clinton Williams Murchison : A Biography,,0.0,Ernestine Orrick Van Buren,Eakin Press,0890155496
Cellist,Good,38.69,Gregor Piatigorsky,Doubleday,B0007DQRZ2
To Stalk the Oomingmak: An Artist's Arctic Journal,,0.0,Chris Czajowski,Aquarelle Press,0961667915
65 Years of Secrecy,Good,90.09,John Cardinalli,The Book Patch,1633181987
Ingmar Bergman: The Art of Confession (Twayne's Filmmakers Series),Very Good,19.39,Hubert I. Cohen,Twayne Publishers,0805793127
Nanao or Never: Nanao Sakaki Walks Earth A,,0.0,,Blackberry Books,0942396855
"What Shall We Wear to This Party?: The Man in the Gray Flannel Suit, Twenty Years Before & After",,0.0,Sloan Wilson,Arbor House Publishing,0877951195
Martha Matilda Harper and the American Dream: How One Woman Changed the Face of Modern Business (Writing American Women),Very Good,7.89,Jane R. Plitt,Jade Publishing,0999379410
The Assassination of President Lincoln and the Trial of the Conspirators,New,26.96,David E. Herold,"Gale Ecco, Sabin Americana",1275702945
Sacred paint: Ned Jacob,,0.0,Sandra Dallas,Fenn Galleries,0913504505
From Silence To Participation: An Insider's View Of Liturgical Renewal,,0.0,Bernard Botte,Pastoral Press,0912405546
I Was A Nazi Flier,New,33.95,Gottfried Leske,Kessinger Publishing,116314620X
Manon: Alone in Front of the Net,Good,116.89,Manon Rheaume,HarperCollins Publishers,000638031X
General Douglas MacArthur: Fighter for Freedom,New,29.99,Francis Trevelyn Miller,Gleed Press,1406707694
Black Jack Logan: An Extraordinary Life in Peace and War,Acceptable,7.09,Gary L. Ecelbarger,Lyons Press,159228566X
Whirlwind: The Godfather of Black Tennis,Very Good,8.49,Doug Smith,Blue Eagle Pub.,0974811106
Laird Cregar: A Hollywood Tragedy,New,49.21,Gregory William Mank,McFarland & Company,1476678995
Motörhead: The Rise of the Loudest Band in the World: The Authorized Graphic Novel,Very Good,30.69,David Calcano,Kiligry,3966589273
"The Story of a Regiment: Being a Narrative of the Service of the Second Regiment, Minnesota Veteran Volunteer Infantry, in the Civil War of 1861 to 1865",New,29.62,Judson Wade Bishop,Hansebooks,3337221017
Against the Current: As I Remember F. Scott Fitzgerald,,0.0,Frances Kroll Ring,Figueroa Press,1932800093
Growing Rich,Acceptable,44.19,Randall Baskin,Autumn Crest Publishing,0988354101
Goldwyn: A Biography of the Man Behind the Myth,New,24.94,Arthur Marx,W. W. Norton & Company,0393331199
Yet With a Steady Beat: Biographies of Early Black Savannah,,0.0,Charles Lwanga Hoskins,Gullah Press,0970821506
Peaceful Painter: Memoirs of an Issei Woman Artist,,0.0,Hisako Hibi,Heyday Books,1890771902
A Year of Living Generously: Dispatches from the Frontlines of Philanthropy,New,14.7,Lawrence Scanlan,Douglas & McIntyre,1553658418
Aaron Carter: The Little Prince of Pop: The Story Behind my Son's Rise to Fame,,0.0,Jane Carter,NAL,0451409205
Bama Under Bear: Alabama's Family Tides,,0.0,Tommy Ford,Strode Publishers,0873972074
SOUTHERN PLANTATION The Story of Labrah including some of its Treasured Reipes,Good,15.49,Lillian Britt Heinsohn,Hearthside Press,B0006AXRFE
Sentence: Siberia - A Story of Survival,Very Good,63.99,Douglas Hoile,Sid Harta Publishers,1877059188
The Silver Spoon: Memoir of a Boyhood in Japan,Good,13.99,Kansuke Naka,Stone Bridge Press,1611720192
God of Miracles,,0.0,Edith W. Heflin,Ebed Publications,1560430435
The 600 m.o.l: Black Helicopter Pilots in Vietnam,,0.0,Joe Ponds,Tate Pub & Enterprises Llc,1680287982
The Black Composer Speaks,,0.0,David Baker,Scarecrow Press,081081045X
The Last of the Bengal Lancers,Good,6.49,Francis Ingall,Presidio Press,0891412034
Wrestlers Are Like Seagulls-From McMahon To McMahon,,0.0,James J. Dillon,Crowbar Press,0974554529
Alfred Jacob Miller: Artist on the Oregon Trail,Very Good,21.49,Alfred Jacob Miller,Amon Carter Museum,0883600420
Johannes Kepler Life and Letters,New,13.21,Carola Baumgardt,Philosophical Library,0806530960
Forty Years Against the Tide: Congress & the Welfare State,,0.0,Carl Curtis,Regnery Publishing,0895265907
"The multimillionaire straphanger;: A life of John Emory Andrus,",Very Good,93.79,George P. Morrill,Wesleyan,0819580155
Sea Bears: The Story Of The Fur Seal,New,31.95,Fredericka I. Martin,"Literary Licensing, LLC",1258515296
One Afternoon at Mezzegra : The Story of Mussolini's Death,Good,4.29,Peter Whittle,Prentice-Hall,0136345271
Before the Dawn,Good,6.69,Mickey Block,Pocket Books,0671678787
Clam diggahs: Seaford : tales of a town gone by : a Long Island memoir,Good,145.89,Frederick P. Schwicker,Sheldrake Editions/Soleil Press,0961937394
Hemingway's Guns: The Sporting Arms of Ernest Hemingway,,0.0,Silvio Calabi,Down East Books,B00A2APO40
"Together We Cannot Fail with CD: How FDR Led the Nation from Darkness to Victory through Hope, Courage, and an Unwavering Trust in the American People",Like New,6.99,Terry Golway,Sourcebooks Mediafusion,1402217161
Return of the Tiger,,0.0,Brian Connell,Not Avail,023728720X
Coral gables an american garden city,Very Good,58.49,Maurice G. Culot,Norma Editions,2909283348
My Destiny: Survivor of the Holocaust,,0.0,Georgia M. Gabor,American Enterprise Institute Press,0941204006
Memoirs of John Adams Dix,New,20.87,Morgan Dix,Legare Street Press,1017562741
Freud: The Man and the Cause,Good,5.59,Ronald William Clark,Random House (NY),0394409833
Life of Hilaire Belloc (Biography Index Reprint Series),Good,13.09,Robert Speaight,Farrar Straus & Cudahy,B000OM7JXU
They Call Me Hunter,Good,127.19,Hunter Wells,Ralph Tanner Associates,0942078098
Jamie Dornan: Shades of Desire,,0.0,Alice Montgomery,"Penguin Books, Limited",B016KWRRUC
An Innkeeper's Diary,Good,6.89,John Fothergill,Faber & Faber,0571150144
Carry-on Baggage: Our Nonstop Flight,,0.0,Rochelle Short,Griffin Scott Press,0989752615
"The art of Raymond Jonson, painter",New,14.02,Ed Garman,University of New Mexico Press,0826304044
The Caring Physician: The Life of Dr. Francis W. Peabody (Boston Medical Library in the Countway Library of Medicine),Very Good,63.59,Oglesby Paul,Boston Medical Library in the Countway Librar,0674097386
Tommy Douglas,Good,14.09,Doris French Shackleton,Goodread Biographies,0887801218
The Transplant,New,15.99,Sherman Clifton Byrd,Xlibris,1450023487
Mysterious Gunfighter: The Story of Dave Mather (Dr. Jensen's Health Handbook),,0.0,Jack Demattos,"Creative Publishing Company (College Station,",0932702953
"'Vogue's' book of houses, gardens, people;",,0.0,Valentine Lawford,Bodley Head,0370004973
I remember it well,Good,15.89,Maurice Chevalier,Macmillan Company,B018EEWTMA
Ben Drew: The Katzenjammer Ace,Very Good,6.99,R. Powell,iUniverse,0595206387
In Search of the Unknown,New,12.15,William Jevning,Createspace Independent Publishing Platform,1522749535
Cape Cod Library of Local History and Genealogy. a Facsimile Edition of 108 Pamphlets Published in the Early 20th Century. Volume 2: Pamphlets No. 60-108. Contains Index to Volumes 1 and 2,New,94.89,,Genealogical Publishing Company,0806313269
Court of the Damned,New,29.95,J. Gladston Emery,"Literary Licensing, LLC",1258124475
"Enzo Ferrari: Power, Politics and the Making of an Automobile Empire",Acceptable,54.69,Luca Dal Monte,David Bull Publishing,1935007289
"The Devil, Me, and Jerry Lee",Very Good,34.19,Linda G. Lewis,Taylor Trade Publishing,1563525267
World of Franz Kafka,Good,6.89,J.P. Stern,Holt McDougal,0030513669
Cowboy Life: The Letters of George Philip,Acceptable,73.49,George Philip,South Dakota State Historical Society,0977795519
Der Fuhrer: The Life & Times of Adolf Hitler,Very Good,11.99,Herbert Walther,Popular Culture Ink,0831742240
Sparkle Island (Outdoor Essays & Reflections),Good,5.19,Ellen Rosewall,Raven Tree Press,0970110707
Frederick Fisher Buildings and Projects,Good,7.39,Joseph Giovannini,Rizzoli International Publications,0847818659
Establishment Man,Good,5.89,Peter C. Newman,McClelland & Stewart,0771067852
The Bobby Unser story,,0.0,Joe Scalzo,Doubleday Books,0385134363
Between the Thunder and the Sun,New,37.95,Vincent Sheean,Kessinger Publishing,1417985623
Paul Wilbur Klipsch the Life...the Legend,,0.0,Maureen Barrett,Rutledge Books,1582442266
Ava: A Life Story,Acceptable,10.99,Charles Higham,Delacorte Press,0440013941
Why Johnny Can't Come Home,,0.0,Noreen N. Gosch,Johnny Gosch Foundation,0970519508
"History of the Campaign of Gen. T. J. (Stonewall) Jackson in the Shenandoah Valley of Virginia: From November 4, 1861, to June 17, 1862",New,20.87,Jed Hotchkiss,Legare Street Press,1016320213
Almost a Spy,New,25.99,Charles Petty,Authorhouse,1468523325
